,Serial No.,GRE Score,TOEFL Score,University Rating,SOP,LOR ,CGPA,Research,Admission Points
24,408,4.179024909781345,99,3,2.63,2.74,1.65927091808036,0,1.34932725402852
25,336,4.151347725692716,95,1,2.41,1.59,1.6759816171538482,0,0.8391565958884357
26,277,4.258915019957202,113,5,5.0,4.5,1.7533069411223694,1,2.054426700516026
27,92,4.158318947097563,97,2,4.98,3.5,1.6636317202492894,0,1.0912603266609866
28,7,4.232785473794877,109,3,3.0,4.0,1.6922069059826197,1,1.4849089756168652
29,65,4.245910547493899,111,3,3.0,3.5,1.7174330382144525,0,1.393103046778658
30,224,4.189263512215989,109,2,3.0,4.0,1.704959932300383,0,1.1222913279327715
31,318,4.161791450287818,99,1,1.0,2.5,1.6823181445900717,0,0.8438997974696858
32,34,4.271801445630948,113,4,3.71,4.86,1.7643345723684827,1,1.8017762908582757
33,340,4.1443412066717755,96,2,1.8,1.85,1.6548754598234365,0,1.0847835005816517
34,153,4.232785473794877,112,5,5.0,5.0,1.7349303699741043,1,2.0401387049321906
35,11,4.239363248839551,105,2,3.41,3.93,1.7004018521985302,1,1.2298091685154022
36,443,4.265372832316098,116,4,4.5,4.5,1.752842919130931,1,1.79276726980902
37,59,4.192659756198557,103,1,2.1,2.0,1.689621402777569,0,0.8493888481168625
38,476,4.161791450287818,101,3,3.5,2.5,1.675450318428941,0,1.3613532972553644
39,330,4.151347725692716,96,2,2.5,1.5,1.6759816171538482,0,1.1004533914917352
40,192,4.239363248839551,110,5,4.0,5.0,1.7310877542037952,1,2.0371700576929133
41,423,4.158318947097563,100,2,2.0,2.94,1.6521104118040164,0,1.082745352092861
42,301,4.192659756198557,106,2,2.5,2.5,1.6817928305074292,0,1.104802689281383
43,81,4.202799273419526,105,3,2.0,3.0,1.682842967035623,1,1.477864647575928
44,279,4.189263512215989,103,2,3.0,3.5,1.7069740644973763,0,1.123823083251511
45,40,4.185858988061498,108,2,3.38,2.63,1.675450318428941,0,1.1000565016520651
46,16,4.239363248839551,105,2,3.31,3.71,1.7004018521985302,1,1.2298091685154022
47,259,4.249172870720582,102,4,5.0,5.0,1.7203865023272382,1,1.7676406049590254
48,346,4.179024909781345,97,1,1.5,2.0,1.6609102458672307,0,0.8279468516030122
49,93,4.154837722659222,98,2,4.0,3.0,1.6833672989163568,0,1.105983663698173
50,347,4.175595259859688,97,2,1.5,2.0,1.6625447338995274,0,1.0904544470297792
51,294,4.202799273419526,98,1,3.5,3.0,1.691174127408239,1,0.9615365252467332
52,271,4.18244613647754,105,2,2.5,3.0,1.6932377970522303,1,1.2243900899266036
53,35,4.265372832316098,112,5,4.0,5.0,1.7693205386531028,1,2.067000207625939
54,252,4.2162055019449864,99,2,2.5,3.0,1.7320508075688772,0,1.1430454673473647
55,342,4.249172870720582,110,3,3.5,3.5,1.7203865023272382,1,1.5063438093557262
56,60,4.19604776684668,103,2,2.17,2.09,1.6968311671399703,0,1.1161277481589098
57,192,4.239363248839551,110,5,4.0,5.0,1.7310877542037952,1,2.0371700576929133
58,250,4.232785473794877,111,3,3.5,4.0,1.7238130964871816,1,1.508974391003963
59,391,4.209518398423904,102,2,2.0,2.5,1.6942668086465793,0,1.1141894531375522
60,428,4.19604776684668,101,3,3.5,5.0,1.714960126058489,1,1.5021887113417394
61,334,4.262147595354359,117,4,4.52,4.68,1.7491174083393233,1,1.7898592467134236
62,355,4.151347725692716,98,2,2.5,3.0,1.6641744153859732,0,1.091662871952978
63,60,4.192659756198557,100,2,2.92,2.92,1.6880643855478383,0,1.1095134120006265
64,380,4.19942759058284,105,2,2.0,2.93,1.6733200530681511,0,1.0984664183462813
65,380,4.19942759058284,99,1,2.5,3.0,1.703950183600329,1,0.9712048960345456
66,460,4.258915019957202,113,4,4.0,3.5,1.7491174083393233,1,1.7898592467134236
67,48,4.290915128445443,119,5,4.5,4.0,1.7647895909936366,0,1.9524534145714216
68,142,4.268590769596987,118,2,4.5,3.5,1.7491174083393233,1,1.267265655506825
69,92,4.158318947097563,97,3,5.0,3.5,1.6636317202492894,0,1.352557122264286
70,94,4.165255283040581,97,2,2.63,2.81,1.6711816205169887,0,1.0968722735051804
71,54,4.242640687119285,112,4,4.0,2.5,1.6870239755710472,1,1.742301912906173
72,118,4.126667707233817,104,4,2.0,2.5,1.6526645324292322,0,1.6057471188702086
73,457,4.154837722659222,99,1,2.0,1.89,1.6717169983272957,0,0.8359743965850355
74,35,4.265372832316098,112,5,4.0,5.0,1.7693205386531028,1,2.067000207625939
75,110,4.175595259859688,103,5,5.0,4.0,1.7144642578192797,0,1.9134256587681062
76,241,4.147848904442549,101,1,2.5,3.0,1.664716580115127,0,0.8307683593116468
77,311,4.229485053762256,104,3,3.0,3.5,1.7194037047240815,1,1.5055902857740016
78,221,4.206162860964151,103,3,4.0,4.0,1.7198953141251965,0,1.3949895542972046
79,299,4.262147595354359,114,3,4.5,4.5,1.7434841068143216,1,1.524177014482341
80,443,4.265372832316098,116,4,4.5,4.5,1.752842919130931,1,1.79276726980902
81,183,4.158318947097563,100,2,3.0,3.5,1.675450318428941,0,1.1000565016520651
82,497,4.284572294953817,117,5,5.0,5.0,1.7724716117560253,1,2.0694878179673095
83,304,4.239363248839551,107,3,3.5,3.5,1.709981959975803,1,1.4983883628994066
84,44,4.268590769596987,117,4,4.5,4.0,1.7368421418769384,0,1.6693437170137242
85,123,4.19604776684668,106,4,1.5,2.5,1.7004018521985302,0,1.6414251588080893
86,59,4.165255283040581,99,2,3.66,2.34,1.6695723922469703,0,1.095673980688266
87,77,4.252427697213101,112,3,3.0,3.0,1.7184192189470764,1,1.5048358995427955
88,93,4.154837722659222,97,2,3.91,3.0,1.682842967035623,0,1.1055902510587172
89,36,4.175595259859688,104,2,3.23,3.19,1.6625447338995274,0,1.0904544470297792
90,454,4.226176889280873,103,3,2.5,4.0,1.7203865023272382,1,1.5063438093557262
91,307,4.239363248839551,110,3,4.0,3.5,1.7368421418769384,1,1.5190245223243368
92,348,4.158318947097563,94,1,1.0,1.0,1.6459779575768363,0,0.8169404163590908
93,15,4.19942759058284,104,3,3.5,2.0,1.6922069059826197,1,1.4849089756168652
94,93,4.154837722659222,97,2,3.91,3.0,1.682842967035623,0,1.1055902510587172
95,378,4.140824579655875,96,1,2.2,2.0,1.6548754598234365,0,0.8234867049783525
96,500,4.252427697213101,113,4,4.5,4.5,1.7339721092551004,0,1.6671233794370075
97,125,4.165255283040581,106,4,2.5,3.0,1.7059678901348203,0,1.6456512489111719
98,222,4.2162055019449864,110,3,3.5,4.0,1.7104817355545072,0,1.3877917934322797
99,6,4.262147595354359,115,5,4.5,3.0,1.7481823011308704,1,2.050427096814673
100,234,4.175595259859688,100,2,2.5,3.5,1.6854597421084725,0,1.1075548699351707
101,277,4.258915019957202,113,5,5.0,4.5,1.7533069411223694,1,2.054426700516026
102,218,4.232785473794877,109,4,4.0,4.0,1.738271838910021,1,1.7814287417800894
103,79,4.140824579655875,93,1,1.92,2.0,1.6498883349376223,0,0.8198131083166194
104,19,4.222860937815382,110,3,4.0,3.0,1.722347059926734,0,1.3968706794504093
105,471,4.229485053762256,110,5,4.0,4.0,1.744897552731296,1,2.0478696216353147
106,394,4.21953715646217,104,2,3.0,3.0,1.7203865023272382,0,1.1340694128385154
107,128,4.226176889280873,112,3,2.5,2.0,1.7179263408757492,1,1.5044583820063218
108,260,4.265372832316098,119,4,5.0,4.5,1.7481823011308704,1,1.7891303012113742
109,33,4.278201166112122,116,4,3.31,4.65,1.7565448255334397,1,1.7956629966586402
110,379,4.172157138163568,98,1,2.0,2.5,1.6630884934927144,0,0.8295607229218043
111,376,4.168710495702809,99,2,2.08,2.48,1.6630884934927144,0,1.0908575185251035
112,168,4.206162860964151,102,3,2.0,3.0,1.6958068194548814,0,1.3766499290975027
113,400,4.271801445630948,117,4,5.0,4.0,1.7629674000343882,1,1.8007013942153114
114,444,4.252427697213101,114,4,4.22,4.78,1.7477141842590431,1,1.7887655357893644
115,190,4.242640687119285,112,5,5.0,5.0,1.7358870454795936,1,2.0408788165580893
116,386,4.278201166112122,117,5,5.0,5.0,1.770222563181952,1,2.0677118574667643
117,28,4.1443412066717755,93,1,2.0,1.98,1.639776183492659,0,0.812398367416473
118,176,4.229485053762256,111,4,4.5,3.5,1.7257620120883082,1,1.7717696959031266
119,457,4.158318947097563,100,2,2.0,2.0,1.675450318428941,0,1.1000565016520651
120,110,4.175595259859688,103,5,5.0,4.0,1.7144642578192797,0,1.9134256587681062
121,81,4.202799273419526,105,3,2.0,3.0,1.682842967035623,1,1.477864647575928
122,162,4.154837722659222,99,1,1.5,3.0,1.6526645324292322,0,0.821856732060311
123,254,4.278201166112122,115,4,4.5,4.5,1.7638792014253157,1,1.80141817709692
124,403,4.242640687119285,109,3,3.5,3.0,1.7291568111496454,1,1.513087184058864
125,484,4.175595259859688,103,5,5.0,3.0,1.6775724890132342,0,1.885532941118879
126,482,4.239363248839551,107,4,3.0,2.5,1.7064711997898492,1,1.75701167542664
127,489,4.236078191550099,112,3,3.0,4.0,1.71347122858268,1,1.501050924110132
128,462,4.165255283040581,102,3,2.5,2.0,1.6885838699563165,1,1.4821787926605403
129,131,4.161791450287818,99,2,1.5,2.34,1.6722518622569724,0,1.0976698555634534
130,372,4.242640687119285,110,3,3.5,3.0,1.7425398962829504,1,1.523443345739133
131,79,4.168710495702809,98,2,2.62,2.38,1.6668799590522292,1,1.2046492745955149
132,60,4.179024909781345,99,2,3.33,2.67,1.678101775240627,0,1.1020384412666464
133,148,4.249172870720582,114,3,3.0,3.0,1.737319099807895,1,1.5193938661552526
134,68,4.2162055019449864,107,2,3.5,3.5,1.7144642578192797,1,1.2405128728721202
135,435,4.18244613647754,103,3,3.5,3.0,1.6927225869524163,0,1.3743204480988953
136,387,4.168710495702809,101,2,2.48,3.5,1.6802139276588028,0,1.1036194984538321
137,188,4.278201166112122,118,5,4.5,3.5,1.752842919130931,1,2.054064065412319
138,192,4.236078191550099,113,5,4.39,4.23,1.7296401534221846,1,2.0360534076989447
139,126,4.284572294953817,115,5,4.49,4.75,1.7629674000343882,1,2.06199818981861
140,19,4.222860937815382,110,3,4.0,3.0,1.722347059926734,0,1.3968706794504093
141,378,4.126667707233817,100,1,1.5,2.0,1.658175327573506,0,0.8259235360976451
142,256,4.185858988061498,110,4,4.0,4.5,1.7009101176422834,0,1.6418104932731725
143,40,4.185858988061498,108,2,4.0,3.5,1.665799323178612,0,1.0928689358959367
144,454,4.226176889280873,103,3,2.5,4.0,1.7203865023272382,1,1.5063438093557262
145,205,4.154837722659222,105,3,3.5,4.0,1.7094817458049945,0,1.3870295076480732
146,206,4.1443412066717755,99,2,2.5,3.0,1.6630884934927144,0,1.0908575185251035
147,256,4.185858988061498,110,4,4.0,4.5,1.7009101176422834,0,1.6418104932731725
148,93,4.161791450287818,97,2,3.46,3.11,1.6727862134554567,0,1.0980682641201016
149,263,4.189263512215989,103,2,2.5,4.0,1.7004018521985302,1,1.2298091685154022
150,459,4.202799273419526,100,1,3.0,3.0,1.7089810921429314,1,0.9750320397357182
151,377,4.151347725692716,96,2,2.5,2.0,1.6510004948781214,0,1.0819281782925254
152,419,4.18244613647754,101,3,2.66,2.56,1.6565278587462537,0,1.3472999253095235
153,219,4.242640687119285,110,4,3.0,3.5,1.7306056241600474,1,1.7755012529615442
154,309,4.202799273419526,108,3,3.5,3.0,1.7089810921429314,0,1.386648030028405
155,6,4.262147595354359,115,5,4.5,3.0,1.7481823011308704,1,2.050427096814673
156,59,4.161791450287818,99,1,3.0,2.0,1.6148315584236825,1,0.9052802245807454
157,112,4.13729897017652,103,4,1.88,2.5,1.6576267169682133,0,1.6094084576965237
158,249,4.242640687119285,110,3,3.5,4.0,1.7257620120883082,1,1.5104729002998274
159,236,4.249172870720582,111,5,4.5,4.0,1.7430121933574252,1,2.046403870676613
160,39,4.175595259859688,105,1,3.0,1.5,1.6548754598234365,0,0.8234867049783525
161,217,4.232785473794877,111,4,4.49,4.49,1.744426785778236,1,1.786206685243789
162,220,4.202799273419526,104,3,3.5,3.5,1.7034446353519628,0,1.3824369264249126
163,61,4.202799273419526,102,2,3.0,3.1,1.6932377970522303,0,1.113412489012692
164,118,4.126667707233817,103,3,2.07,2.57,1.6521104118040164,0,1.3440421476961604
165,380,4.147848904442549,96,2,2.16,2.0,1.658175327573506,0,1.0872203317009443
166,153,4.158318947097563,99,1,1.69,3.0,1.6565278587462537,0,0.8247063341029248
167,92,4.158318947097563,97,3,5.0,3.5,1.6636317202492894,0,1.352557122264286
168,147,4.242640687119285,113,2,2.75,2.87,1.7315694817456764,1,1.2536514729366555
169,409,4.151347725692716,101,3,2.0,4.0,1.6641744153859732,1,1.463937268470189
170,174,4.239363248839551,113,4,4.0,4.5,1.7430121933574252,1,1.7851070750733138
171,39,4.18244613647754,107,1,3.98,3.46,1.665799323178612,0,0.8315721402926373
172,371,4.179024909781345,98,1,2.0,2.23,1.6695723922469703,0,0.8343771850849668
173,185,4.2162055019449864,106,2,2.5,4.0,1.6983642189975598,0,1.1172879202704256
174,483,4.255675067045749,113,4,4.0,2.5,1.7208772701712838,1,1.7680170441796774
